,Customer ID,Recency,Frequency,Monetary,Cluster
1128,13498.0,730,1,327.38,0
1129,13499.0,18,5,1159.11,2
1130,13500.0,23,4,1466.3,1
1132,13502.0,17,5,780.5,2
1133,13503.0,71,5,1778.04,1
1134,13504.0,64,1,295.93,0
1136,13506.0,316,5,1338.08,1
1138,13508.0,244,2,287.05,0
1139,13509.0,9,7,1099.72,2
1141,13511.0,677,1,282.76,0
1142,13512.0,261,4,713.39,2
1143,13513.0,127,3,824.59,2
1144,13514.0,74,4,815.9000000000001,2
1145,13515.0,73,6,1265.82,2
1146,13516.0,21,4,1685.26,1
1147,13517.0,60,3,2128.42,1
1148,13518.0,86,1,627.16,2
1149,13519.0,78,2,343.21,0
1151,13521.0,1,3,1070.47,2
1152,13522.0,30,1,125.80000000000001,0
1154,13524.0,41,5,680.1800000000001,2
1155,13525.0,15,2,628.78,2
1156,13526.0,738,2,1182.0,2
1158,13529.0,79,2,307.76,0
1159,13530.0,634,1,402.97999999999996,0
1160,13531.0,205,6,1433.07,1
1161,13532.0,34,1,210.31,0
1162,13533.0,183,3,269.09,0
1164,13535.0,403,1,89.5,0
1166,13537.0,426,2,717.85,2
1168,13539.0,86,7,1569.3600000000001,1
1169,13540.0,467,3,632.39,0
1170,13541.0,427,2,785.25,2
1172,13543.0,634,2,1439.6100000000001,1
1173,13544.0,40,6,790.2,2
1174,13545.0,391,2,364.93,0
1175,13546.0,12,5,1086.24,2
1176,13547.0,408,1,164.53,0
1177,13548.0,96,3,901.44,2
1179,13550.0,383,1,342.55,0
1180,13551.0,319,2,244.2,0
1182,13553.0,675,1,499.6,0
1183,13554.0,380,7,1629.35,1
1185,13556.0,429,2,200.82,0
1187,13558.0,6,4,594.52,2
1188,13559.0,513,2,990.0,2
1189,13560.0,7,1,171.42000000000002,0
1192,13563.0,84,2,777.53,2
1194,13565.0,19,3,414.8,0
1195,13566.0,41,5,1684.75,1
1196,13567.0,428,4,1079.29,2
1197,13568.0,173,1,187.05,0
1198,13569.0,17,4,725.04,2
1199,13570.0,243,1,239.49,0
1201,13572.0,206,1,1384.25,1
1202,13573.0,50,6,903.07,2
1203,13574.0,411,1,404.45,0
1204,13575.0,23,5,732.0699999999999,2
1207,13578.0,409,1,147.66,0
1208,13579.0,15,5,1374.34,1
1209,13580.0,406,1,107.75,0
1210,13581.0,309,2,280.53000000000003,0
1211,13582.0,390,2,241.68,0
1212,13583.0,156,2,1445.03,1
1213,13584.0,307,3,385.7,0
1214,13585.0,531,3,684.54,2
1215,13586.0,541,1,127.28,0
1216,13587.0,64,4,1673.5,1
1218,13589.0,15,6,1120.74,2
1220,13591.0,65,7,2093.94,1
1221,13592.0,36,4,247.95999999999998,0
1223,13594.0,53,2,533.32,0
1224,13595.0,517,3,784.48,2
1225,13596.0,6,2,664.11,2
1226,13597.0,400,2,396.71,0
1227,13598.0,47,5,761.96,2
1229,13600.0,312,2,518.42,0
1230,13601.0,45,4,1159.99,2
1231,13602.0,65,4,1025.17,2
1232,13603.0,26,1,164.34,0
1233,13604.0,659,1,717.62,2
1234,13605.0,387,2,522.67,0
1235,13606.0,29,3,276.75,0
1236,13607.0,40,2,1075.81,2
1237,13608.0,541,1,232.05,0
1238,13609.0,593,1,167.35,0
1241,13612.0,633,1,818.29,2
1242,13613.0,453,5,1039.8500000000001,2
1245,13616.0,568,2,283.85,0
1247,13618.0,174,1,177.34,0
1248,13619.0,545,2,223.44,0
1249,13620.0,528,1,112.34,0
1250,13621.0,117,1,213.85,0
1251,13622.0,696,1,658.95,0
1253,13624.0,388,1,462.08,0
1254,13625.0,597,1,301.26,0
1255,13626.0,253,2,707.04,2
1257,13628.0,676,1,310.14,0
1259,13630.0,5,7,2031.78,1
1264,13636.0,37,5,949.12,2
1265,13637.0,52,3,803.05,2
1266,13638.0,16,1,122.64,0
1267,13639.0,74,2,1346.27,1
1268,13640.0,611,1,405.0,0
1269,13641.0,641,4,942.37,2
1270,13642.0,216,4,472.2,0
1273,13645.0,120,1,252.1,0
1274,13646.0,400,2,326.25,0
1277,13649.0,257,6,1453.68,1
1279,13651.0,40,2,211.85,0
1281,13653.0,488,1,152.2,0
1284,13656.0,165,4,1078.85,2
1285,13657.0,11,2,382.14,0
1288,13660.0,400,1,306.64,0
1289,13661.0,603,1,325.24,0
1291,13663.0,179,5,2047.51,1
1292,13665.0,386,3,1711.6599999999999,1
1293,13666.0,60,5,127.05,0
1294,13667.0,149,1,299.05,0
1296,13669.0,51,3,413.55,0
1297,13670.0,75,1,349.7,0
1298,13671.0,395,1,172.6,0
1299,13672.0,301,3,419.92,0
1300,13673.0,19,2,387.44,0
1301,13674.0,433,1,240.68,0
1302,13675.0,151,2,486.82000000000005,0
1303,13676.0,539,2,243.9,0
1304,13677.0,405,2,551.24,0
1305,13678.0,152,1,232.6,0
1306,13679.0,494,3,281.26,0
1308,13681.0,18,4,827.83,2
1309,13682.0,187,1,59.5,0
1310,13683.0,458,1,258.6,0
1311,13684.0,286,4,594.88,0
1313,13686.0,183,3,409.04,0
1315,13688.0,635,1,375.5,0
1316,13689.0,63,2,1259.5,2
1317,13690.0,59,1,172.25,0
1318,13691.0,396,1,210.78,0
1323,13696.0,422,3,2020.4,1
1324,13697.0,39,1,151.29999999999998,0
1325,13698.0,597,2,451.73,0
1326,13699.0,155,2,764.15,2
1328,13701.0,447,1,161.0,0
1329,13702.0,446,1,135.18,0
1330,13703.0,318,2,425.56,0
1332,13705.0,8,7,1717.19,1
1333,13706.0,303,2,631.17,2
1335,13708.0,271,1,283.33,0
1337,13710.0,32,3,509.52,0
1339,13712.0,247,2,766.42,2
1340,13713.0,408,3,740.76,2
1341,13714.0,465,1,161.35,0
1343,13716.0,269,1,138.28,0
1345,13718.0,246,2,306.55,0
1347,13720.0,117,4,799.9,2
1348,13721.0,36,2,741.54,2
1350,13723.0,217,6,1194.08,2
1351,13724.0,637,1,213.01,0
1353,13726.0,39,2,1079.6599999999999,2
1356,13729.0,436,3,724.73,2
1357,13730.0,136,2,752.6,2
1358,13731.0,219,2,610.59,2
1359,13732.0,28,1,491.86,0
1360,13733.0,411,2,487.03000000000003,0
1364,13737.0,200,1,339.59999999999997,0
1365,13738.0,396,1,434.78000000000003,0
1366,13739.0,18,2,292.2,0
1367,13740.0,241,5,1582.77,1
1368,13741.0,72,3,668.4300000000001,2
1370,13743.0,3,7,1341.6,1
1371,13744.0,95,2,1080.52,2
1372,13745.0,162,2,777.36,2
1373,13746.0,414,1,176.69,0
1374,13747.0,374,2,169.79999999999998,0
1377,13751.0,288,1,296.25,0
1378,13752.0,124,7,1579.8300000000002,1
1379,13753.0,288,4,2094.57,1
1380,13754.0,152,3,447.05,0
1383,13757.0,675,1,195.55,0
1385,13759.0,33,2,659.4100000000001,2
1386,13760.0,54,5,1363.6399999999999,1
1387,13761.0,50,6,1952.17,1
1391,13765.0,653,1,352.82,0
1392,13766.0,495,1,190.35,0
1394,13768.0,727,2,875.97,2
1396,13770.0,422,4,785.37,2
1399,13773.0,397,2,301.54,0
1400,13774.0,82,1,345.0,0
1401,13775.0,591,1,1049.66,2
1403,13778.0,103,4,1124.49,2
1404,13779.0,516,1,161.13,0
1405,13780.0,7,3,732.07,2
1406,13781.0,251,3,778.83,2
1408,13783.0,488,4,1542.09,1
1410,13785.0,429,4,542.49,0
1412,13787.0,76,6,1222.5,2
1413,13788.0,505,1,3.75,0
1414,13789.0,388,1,239.45999999999998,0
1415,13790.0,4,1,348.8,0
1416,13791.0,128,2,1516.0,1
1417,13792.0,66,3,383.95,0
1418,13793.0,647,1,96.0,0
1419,13794.0,547,1,126.03,0
1420,13795.0,388,4,836.3,2
1421,13796.0,499,1,289.7,0
1422,13797.0,437,3,1179.45,2
1425,13800.0,310,3,1679.56,1
1426,13801.0,67,1,324.8,0
1428,13803.0,255,3,1338.91,1
1430,13805.0,52,2,924.6,2
1431,13806.0,64,1,256.38,0
1432,13807.0,367,3,422.2,0
1433,13808.0,6,5,1747.66,1
1434,13809.0,305,3,679.7,2
1435,13810.0,29,2,827.51,2
1436,13811.0,184,2,519.75,0
1437,13812.0,42,3,485.0,0
1441,13816.0,24,2,499.67,0
1442,13817.0,29,2,328.98,0
1443,13818.0,430,1,61.28,0
1445,13820.0,418,3,652.75,2
1446,13821.0,145,6,1379.08,1
1447,13822.0,6,2,632.0,2
1450,13825.0,622,2,255.59,0
1451,13826.0,176,1,189.5,0
1452,13827.0,58,3,409.8,0
1453,13828.0,22,1,209.49,0
1454,13829.0,421,1,102.0,0
1455,13830.0,582,1,156.85000000000002,0
1457,13832.0,19,2,609.89,2
1458,13833.0,159,2,700.41,2
1459,13834.0,577,2,324.19,0
1460,13835.0,25,7,1095.27,2
1461,13836.0,399,2,620.37,0
1462,13837.0,212,2,266.59000000000003,0
1464,13839.0,486,1,139.95000000000002,0
1465,13840.0,416,1,651.4,2
1466,13841.0,253,1,85.0,0
1468,13843.0,381,1,319.75,0
1469,13844.0,11,1,361.62,0
1470,13845.0,65,1,312.98,0
1471,13846.0,25,4,1307.79,1
1472,13847.0,720,1,310.72,0
1475,13850.0,129,1,1595.48,1
1477,13852.0,611,1,187.35000000000002,0
1478,13853.0,57,1,1090.14,2
1480,13855.0,501,4,1310.3400000000001,1
1482,13857.0,393,6,1000.91,2
1483,13858.0,57,1,216.17,0
1484,13859.0,326,2,515.86,0
1485,13860.0,1,5,1245.9,2
1486,13861.0,429,2,273.26,0
1488,13863.0,248,4,1239.55,2
1489,13864.0,387,1,662.4000000000001,2
1490,13865.0,58,4,501.56,0
1491,13866.0,74,1,145.67000000000002,0
1492,13867.0,31,3,1005.09,2
1497,13872.0,527,3,919.57,2
1499,13874.0,358,7,2049.15,1
1501,13876.0,64,1,122.7,0
1502,13877.0,86,3,449.68,0
1504,13879.0,646,1,395.5,0
1507,13882.0,3,5,1191.13,2
1510,13885.0,189,2,506.8,0
1511,13886.0,71,1,243.56,0
1512,13887.0,204,1,349.55,0
1513,13888.0,120,7,2001.59,1
1514,13889.0,93,6,1991.23,1
1516,13891.0,378,3,859.21,2
1517,13892.0,27,6,1267.6499999999999,2
1518,13893.0,298,1,821.1,2
1519,13894.0,24,3,564.62,2
1521,13896.0,626,1,388.55,0
1522,13897.0,50,3,1160.72,2
1523,13898.0,326,2,686.4,2
1524,13899.0,16,2,388.52,0
1525,13900.0,183,6,1610.59,1
1528,13903.0,400,1,165.45000000000002,0
1529,13904.0,37,2,332.64,0
1530,13905.0,733,1,312.65,0
1531,13906.0,409,1,42.0,0
1532,13907.0,692,1,136.8,0
1534,13909.0,423,2,282.85,0
1536,13912.0,424,1,124.95,0
1537,13913.0,507,1,42.22,0
1538,13914.0,12,2,626.45,2
1539,13915.0,394,1,70.80000000000001,0
1540,13916.0,464,4,1275.81,2
1541,13917.0,50,2,272.04,0
1542,13918.0,50,2,1212.8400000000001,2
1543,13919.0,59,4,1252.68,2
1544,13920.0,432,4,1774.68,1
1545,13921.0,402,4,730.7,2
1546,13922.0,352,3,865.2,2
1547,13923.0,54,1,351.13,0
1548,13924.0,2,6,1838.8500000000001,1
1549,13925.0,93,4,678.25,2
1550,13926.0,23,1,223.85000000000002,0
1551,13927.0,75,2,708.26,2
1552,13928.0,11,4,464.57,0
1554,13930.0,58,2,337.34,0
1556,13932.0,295,1,307.4,0
1557,13933.0,109,2,608.7900000000001,2
1558,13934.0,264,1,922.1,2
1560,13936.0,180,3,939.66,2
1561,13937.0,169,2,880.13,2
1562,13938.0,35,1,71.66,0
1563,13939.0,23,7,1560.96,1
1564,13940.0,17,4,839.14,2
1566,13942.0,535,1,320.0,0
1567,13943.0,578,1,246.54,0
1568,13944.0,653,1,200.43,0
1569,13945.0,395,2,854.15,2
1570,13946.0,79,6,1876.23,1
1571,13947.0,65,1,90.6,0
1572,13948.0,361,4,548.76,0
1574,13950.0,11,4,745.06,2
1575,13951.0,176,3,674.45,2
1578,13954.0,2,2,439.92,0
1579,13955.0,154,3,544.0699999999999,0
1580,13956.0,5,5,1019.27,2
1581,13957.0,418,3,458.25,0
1583,13959.0,79,6,1064.77,2
1584,13960.0,21,2,230.22,0
1585,13961.0,392,1,538.4,0
1586,13962.0,22,3,362.8,0
1588,13964.0,387,2,438.9,0
1589,13965.0,477,3,996.61,2
1590,13966.0,435,1,384.26,0
1591,13967.0,146,2,166.3,0
1592,13968.0,423,1,123.66,0
1594,13970.0,386,2,846.55,2
1596,13972.0,71,2,190.25,0
1597,13973.0,287,1,264.7,0
1598,13974.0,49,2,677.72,2
1600,13976.0,207,4,1192.36,2
1601,13977.0,411,1,519.8100000000001,0
1602,13978.0,15,2,196.79000000000002,0
1604,13980.0,60,5,768.82,2
1605,13981.0,416,1,331.14,0
1610,13986.0,17,1,320.46,0
1611,13987.0,380,2,682.54,2
1613,13989.0,66,5,2026.06,1
1614,13990.0,213,1,311.3,0
1615,13991.0,12,6,851.88,2
1616,13992.0,30,3,219.5,0
1620,13996.0,386,2,845.76,2
1621,13997.0,519,3,376.46,0
1622,13998.0,447,3,566.7,0
1624,14000.0,211,5,2046.3400000000001,1
1626,14002.0,134,2,529.73,0
1627,14003.0,733,1,209.41,0
1630,14006.0,116,7,2196.67,1
1631,14007.0,513,1,79.48,0
1632,14008.0,432,1,509.04,0
1633,14009.0,198,3,1099.91,2
1634,14010.0,565,2,445.15,0
1635,14011.0,480,2,457.82,0
1636,14012.0,278,1,328.8,0
1637,14013.0,110,5,1084.57,2
1638,14014.0,77,3,1948.21,1
1639,14015.0,53,1,917.34,2
1641,14017.0,571,1,229.75,0
1642,14018.0,645,1,367.15000000000003,0
1643,14019.0,47,3,1421.61,1
1644,14020.0,17,4,1249.01,2
1645,14021.0,155,7,1716.58,1
1646,14022.0,225,2,792.15,2
1647,14023.0,7,2,584.07,2
1648,14024.0,122,3,645.74,2
1650,14026.0,471,2,713.11,2
1651,14027.0,61,1,104.82,0
1653,14029.0,63,2,467.66,0
1657,14033.0,555,1,109.44,0
1658,14034.0,22,3,648.89,2
1660,14036.0,285,1,626.65,2
1661,14037.0,176,6,836.95,2
1663,14039.0,33,2,267.28000000000003,0
1665,14041.0,266,1,141.41,0
1666,14042.0,725,1,431.98,0
1667,14043.0,491,2,302.6,0
1670,14046.0,284,1,151.59,0
1672,14048.0,305,3,748.69,2
1674,14050.0,32,2,746.36,2
1676,14052.0,20,2,466.66,0
1677,14053.0,124,4,572.3,2
1678,14054.0,65,1,92.46,0
1679,14055.0,106,3,1520.96,1
1682,14058.0,463,2,469.19,0
1683,14059.0,267,1,183.6,0
1685,14061.0,507,3,917.4300000000001,2
1689,14065.0,389,3,891.02,2
1690,14066.0,267,1,152.55,0
1691,14067.0,64,2,374.7,0
1692,14068.0,320,4,1516.72,1
1693,14069.0,515,2,225.81,0
1694,14070.0,685,1,321.6,0
1696,14072.0,667,1,390.85,0
1697,14073.0,32,1,151.04,0
1698,14074.0,623,1,219.39999999999998,0
1699,14075.0,5,5,1724.87,1
1700,14076.0,129,1,118.67,0
1701,14077.0,41,6,615.0799999999999,2
1703,14079.0,125,1,375.1,0
1704,14080.0,33,5,1115.68,2
1706,14082.0,365,2,413.36,0
1708,14084.0,512,1,150.5,0
1710,14086.0,463,1,39.95,0
1711,14087.0,3,3,829.47,2
1713,14089.0,57,1,158.75,0
1714,14090.0,325,1,76.32000000000001,0
1717,14093.0,12,1,433.86,0
1718,14094.0,440,1,311.77,0
1719,14095.0,723,1,2.95,0
1721,14097.0,481,2,422.85999999999996,0
1722,14098.0,37,1,147.35,0
1724,14100.0,138,1,191.95000000000002,0
1726,14102.0,5,5,1105.8799999999999,2
1727,14104.0,155,5,740.53,2
1729,14106.0,737,1,214.79999999999998,0
1731,14108.0,31,4,1044.96,2
1732,14109.0,73,1,144.2,0
1734,14111.0,14,4,692.85,2
1737,14114.0,274,7,1364.09,1
1738,14115.0,502,2,622.6700000000001,0
1739,14116.0,20,5,1382.74,1
1740,14117.0,144,1,90.0,0
1741,14118.0,429,1,458.45,0
1742,14119.0,376,2,183.37,0
1744,14122.0,406,3,362.42,0
1745,14123.0,733,1,436.18,0
1746,14124.0,84,1,419.58000000000004,0
1748,14126.0,8,4,1172.46,2
1749,14127.0,123,6,1900.0800000000002,1
1750,14128.0,61,3,924.21,2
1752,14130.0,319,4,1858.77,1
1753,14131.0,649,1,168.22,0
1755,14133.0,130,4,911.14,2
1758,14136.0,401,5,1570.81,1
1759,14137.0,696,1,332.7,0
1760,14138.0,2,2,965.8800000000001,2
1761,14139.0,46,4,1086.8,2
1762,14140.0,4,2,935.05,2
1763,14141.0,3,4,915.13,2
1764,14142.0,373,2,671.34,2
1765,14143.0,134,1,115.8,0
1766,14144.0,486,1,30.599999999999998,0
1770,14148.0,234,2,466.29,0
1771,14149.0,221,1,446.62,0
1772,14150.0,36,2,658.64,2
1773,14151.0,673,2,679.45,0
1774,14152.0,75,7,1997.3400000000001,1
1775,14153.0,483,1,233.4,0
1777,14155.0,266,1,118.75,0
1779,14157.0,20,5,978.69,2
1780,14158.0,40,1,507.66,0
1784,14162.0,174,2,289.36,0
1786,14164.0,71,2,1631.77,1
1787,14165.0,276,1,120.44,0
1788,14166.0,505,2,251.15,0
1790,14168.0,421,2,370.45,0
1791,14169.0,431,2,613.11,0
1792,14170.0,375,3,570.18,0
1793,14171.0,98,2,498.79,0
1794,14172.0,605,3,369.02,0
1795,14173.0,11,6,586.0,2
1796,14174.0,33,1,134.46,0
1798,14176.0,297,5,756.46,2
1800,14178.0,9,7,1580.26,1
1801,14179.0,41,2,701.57,2
1803,14181.0,411,2,308.35,0
1804,14182.0,444,4,678.77,2
1805,14183.0,411,2,278.34000000000003,0
1806,14184.0,67,1,452.89,0
1807,14185.0,331,1,197.65,0
1808,14186.0,427,5,1550.63,1
1809,14187.0,474,1,123.5,0
1810,14188.0,31,6,2054.36,1
1812,14190.0,666,1,79.9,0
1814,14192.0,388,1,293.74,0
1815,14193.0,68,3,1210.19,2
1818,14196.0,107,1,335.52,0
1819,14197.0,411,1,390.05,0
1821,14199.0,218,4,1091.7,2
1822,14200.0,617,1,379.2,0
1824,14202.0,381,3,847.76,2
1825,14203.0,397,1,339.34,0
1826,14204.0,2,4,1024.83,2
1828,14206.0,239,3,1185.01,2
1829,14207.0,688,1,157.8,0
1830,14208.0,95,2,567.05,2
1834,14212.0,90,2,2190.14,1
1835,14213.0,405,1,1192.2,2
1836,14214.0,31,5,1004.38,2
1838,14216.0,3,5,2150.04,1
1840,14218.0,43,1,169.48000000000002,0
1841,14219.0,4,3,633.83,2
1842,14220.0,247,4,1515.0,1
1844,14222.0,177,1,683.17,2
1845,14223.0,92,3,991.13,2
1847,14225.0,435,4,2031.07,1
1850,14228.0,438,3,745.5,2
1852,14230.0,436,3,979.8000000000001,2
1853,14231.0,184,4,1235.6200000000001,2
1854,14232.0,43,5,2048.07,1
1856,14234.0,22,4,754.12,2
1858,14236.0,81,5,1555.34,1
1859,14237.0,373,2,471.14,0
1860,14238.0,326,3,434.23,0
1862,14240.0,30,3,1247.49,2
1863,14241.0,184,2,333.70000000000005,0
1864,14242.0,235,2,280.55,0
1866,14244.0,661,1,366.41999999999996,0
1867,14245.0,220,2,1693.45,1
1868,14246.0,111,3,1474.06,1
1869,14247.0,278,5,753.56,2
1870,14248.0,318,3,1032.95,2
1872,14250.0,7,3,1904.05,1
1874,14252.0,381,1,350.99,0
1875,14253.0,493,2,363.40000000000003,0
1876,14254.0,433,1,601.03,0
1880,14259.0,142,1,120.0,0
1881,14260.0,471,3,824.28,2
1882,14261.0,51,2,1163.45,2
1884,14263.0,423,1,322.93,0
1885,14264.0,155,6,1517.3600000000001,1
1886,14265.0,109,4,1373.35,1
1887,14266.0,428,1,40.56,0
1888,14267.0,163,3,1516.24,1
1889,14268.0,471,1,354.85,0
1890,14269.0,439,1,295.73,0
1891,14270.0,332,1,492.65000000000003,0
1892,14271.0,226,2,214.18,0
1893,14272.0,74,4,920.81,2
1894,14273.0,51,4,559.97,2
1895,14274.0,686,1,256.6,0
1896,14275.0,396,6,1189.3799999999999,2
1897,14276.0,99,7,2102.68,1
1899,14278.0,410,1,205.83,0
1900,14279.0,521,2,191.86,0
1901,14280.0,197,1,134.04,0
1902,14281.0,408,1,245.15,0
1904,14283.0,463,4,628.4399999999999,0
1905,14284.0,31,3,1299.65,1
1908,14287.0,8,3,176.63,0
1909,14288.0,213,1,426.6,0
1910,14289.0,9,6,911.26,2
1915,14294.0,407,1,375.34,0
1917,14296.0,421,2,456.40000000000003,0
1918,14297.0,18,4,1305.33,1
1921,14300.0,19,1,43.2,0
1922,14301.0,117,4,1992.18,1
1923,14302.0,431,3,742.9000000000001,2
1924,14303.0,407,2,277.94,0
1925,14304.0,223,3,1725.01,1
1926,14305.0,71,3,1858.96,1
1930,14310.0,433,1,492.1,0
1931,14311.0,243,2,516.45,0
1933,14314.0,107,2,229.8,0
1935,14316.0,422,5,1370.34,1
1936,14317.0,65,1,508.58000000000004,0
1937,14318.0,460,1,158.02,0
1938,14319.0,424,1,494.85,0
1939,14320.0,207,5,1346.75,1
1940,14321.0,11,7,2218.06,1
1941,14322.0,429,4,474.1,0
1942,14323.0,115,2,605.0600000000001,2
1943,14324.0,410,2,701.61,2
1944,14325.0,570,1,245.48000000000002,0
1945,14326.0,242,3,940.98,2
1946,14327.0,163,6,1894.93,1
1948,14330.0,624,1,200.63,0
1949,14331.0,124,2,462.65999999999997,0
1950,14332.0,23,5,1917.41,1
1951,14333.0,68,1,415.2,0
1953,14335.0,16,2,454.86,0
1954,14336.0,17,4,1614.91,1
1955,14338.0,161,3,928.1,2
1956,14339.0,243,2,620.27,2
1957,14340.0,219,1,134.7,0
1959,14342.0,21,6,918.44,2
1960,14343.0,421,4,1079.66,2
1962,14345.0,39,1,108.97999999999999,0
1964,14347.0,737,1,82.6,0
1965,14348.0,260,1,409.57,0
1966,14349.0,10,1,133.5,0
1967,14350.0,274,3,972.03,2
1968,14351.0,165,1,51.0,0
1969,14352.0,157,4,1078.96,2
1970,14353.0,215,3,376.5,0
1971,14354.0,6,2,163.62,0
1972,14355.0,366,3,840.0500000000001,2
1973,14356.0,80,2,701.23,2
1974,14357.0,43,1,225.12,0
1975,14358.0,389,2,400.06,0
1976,14359.0,19,3,912.18,2
1977,14360.0,32,4,2118.03,1
1978,14361.0,579,1,214.70999999999998,0
1979,14362.0,22,1,151.5,0
1980,14363.0,402,2,227.47000000000003,0
1982,14365.0,395,2,634.68,2
1983,14366.0,525,1,136.0,0
1985,14368.0,320,1,155.0,0
1986,14369.0,642,2,469.13,0
1987,14370.0,451,6,1175.78,2
1988,14371.0,295,1,100.5,0
1989,14372.0,443,2,860.08,2
1990,14373.0,358,1,76.55,0
1991,14374.0,541,1,108.0,0
1992,14375.0,185,3,1106.82,2
1993,14376.0,683,1,215.46,0
1994,14377.0,191,2,617.05,2
1995,14378.0,622,1,131.25,0
1996,14379.0,44,4,1265.16,2
1997,14381.0,52,2,625.9399999999999,2
1998,14382.0,26,2,1193.6299999999999,2
1999,14383.0,38,3,1247.69,2
2000,14384.0,501,1,58.5,0
2001,14385.0,9,3,202.11,0
2002,14386.0,297,1,142.4,0
2003,14387.0,33,3,1727.6,1
2005,14389.0,65,5,1898.01,1
2007,14391.0,577,1,135.6,0
2008,14392.0,432,1,266.4,0
2009,14393.0,218,1,67.95,0
2010,14394.0,565,1,93.8,0
2012,14396.0,65,7,1969.38,1
2014,14398.0,401,2,707.79,2
2016,14400.0,149,3,1732.47,1
2018,14402.0,652,1,285.6,0
2019,14403.0,130,6,1880.51,1
2021,14405.0,387,1,195.0,0
2022,14406.0,119,1,156.75,0
2023,14407.0,107,5,2142.73,1
2027,14411.0,311,1,1063.0,2
2028,14412.0,43,3,1426.19,1
2029,14413.0,362,3,421.72,0
2032,14416.0,22,2,490.22,0
2033,14417.0,388,1,524.65,0
2034,14418.0,4,3,1937.25,1
2035,14419.0,11,7,1254.64,2
2036,14420.0,99,4,1639.17,1
2039,14423.0,218,3,916.6099999999999,2
2040,14424.0,18,1,322.08,0
2041,14425.0,435,3,661.39,2
2043,14427.0,50,4,1263.52,2
2044,14428.0,7,5,1224.06,2
2045,14429.0,404,1,516.28,0
2046,14430.0,512,3,1220.9,2
2049,14433.0,466,1,280.7,0
2050,14434.0,22,6,1372.8,1
2051,14435.0,502,1,90.42,0
2052,14436.0,99,2,271.70000000000005,0
2053,14437.0,366,5,873.34,2
2054,14438.0,306,1,131.9,0
2059,14443.0,54,5,2082.97,1
2060,14444.0,456,1,120.44,0
2061,14445.0,456,1,221.65,0
2062,14446.0,1,5,1195.48,2
2063,14447.0,19,6,1711.73,1
2064,14448.0,9,2,375.35,0
2066,14450.0,181,7,1128.44,2
2068,14452.0,11,4,658.95,2
2069,14453.0,190,1,119.93,0
2070,14454.0,376,5,977.3,2
2071,14455.0,432,4,617.72,0
2073,14457.0,311,1,113.64,0
2074,14458.0,381,1,219.26999999999998,0
2079,14463.0,98,4,786.5699999999999,2
2080,14464.0,568,2,111.0,0
2084,14468.0,734,1,204.24,0
2085,14469.0,416,4,2093.46,1
2086,14470.0,12,3,712.04,2
2087,14471.0,591,2,400.95,0
2089,14473.0,74,2,234.34000000000003,0
2090,14474.0,46,2,1258.8899999999999,2
2091,14475.0,72,4,1151.15,2
2092,14476.0,257,1,193.0,0
2093,14477.0,20,7,1969.6,1
2094,14478.0,382,4,1276.66,2
2095,14479.0,254,4,1124.71,2
2096,14480.0,11,4,1299.52,1
2099,14483.0,282,2,257.1,0
2100,14484.0,50,4,1070.98,2
2101,14485.0,39,1,162.8,0
2102,14486.0,512,2,175.5,0
2103,14487.0,27,7,1266.27,2
2104,14488.0,68,1,1064.28,2
2105,14489.0,207,4,1574.93,1
2106,14490.0,406,2,1273.47,2
2107,14491.0,175,2,340.93,0
2108,14492.0,430,7,1921.91,1
2110,14494.0,26,3,401.46,0
2111,14495.0,51,3,174.8,0
2113,14497.0,309,2,697.0600000000001,2
2115,14499.0,26,7,2101.79,1
2116,14500.0,88,3,356.85,0
2117,14501.0,184,2,251.21,0
2120,14504.0,47,4,673.26,2
2124,14508.0,22,5,822.92,2
2125,14509.0,534,1,110.95,0
2126,14510.0,376,3,979.85,2
2127,14511.0,11,5,1314.81,1
2128,14512.0,188,7,1215.97,2
2129,14513.0,101,6,788.01,2
2132,14516.0,516,1,151.17,0
2133,14517.0,33,2,330.45,0
2134,14518.0,64,1,174.37,0
2135,14519.0,684,2,203.14,0
2136,14520.0,2,2,270.6,0
2137,14521.0,491,1,199.45000000000002,0
2139,14523.0,108,1,241.09,0
2142,14526.0,389,1,258.65,0
2144,14528.0,37,1,364.21999999999997,0
2145,14529.0,60,3,578.61,2
2147,14531.0,480,1,376.34,0
2152,14536.0,260,1,170.95,0
2153,14537.0,58,2,641.4,2
2154,14538.0,65,5,1370.8400000000001,1
2155,14539.0,16,2,537.48,2
2158,14542.0,186,1,103.25,0
2161,14545.0,674,1,349.25,0
2165,14549.0,311,4,913.6,2
2166,14550.0,11,4,1345.06,1
2167,14551.0,18,7,878.09,2
2168,14552.0,152,3,507.93,0
2172,14556.0,596,3,815.69,2
2173,14557.0,85,1,788.38,2
2174,14558.0,654,3,655.5,0
2175,14559.0,390,1,75.6,0
2177,14561.0,76,3,1080.76,2
2179,14563.0,510,2,625.42,0
2183,14567.0,57,2,1530.3600000000001,1
2184,14568.0,435,1,919.7,2
2185,14569.0,1,4,597.3299999999999,2
2186,14570.0,281,3,512.4,0
2187,14571.0,425,1,160.0,0
2190,14574.0,733,1,143.70000000000002,0
2191,14575.0,488,1,420.22,0
2192,14576.0,372,1,35.400000000000006,0
2193,14577.0,13,7,1364.15,1
2194,14578.0,3,1,168.63,0
2195,14579.0,432,1,105.56,0
